skill,skill_aliases
set up equipment in a timely manner,set up equipment according to deadlines|set up equipment following schedules|set up equipment on time|setting up equipment in a timely manner
set up extrusion head,adjust extrusion head|adjusting extrusion head|extrusion head adjusting|extrusion head setting up|setting up extrusion head
set up fish harvesting equipment,check fish harvesting equipment|fish harvesting equipment setting up|prepare fish harvesting equipment
set up follow spots,assemble follow spot|setting up follow spots|try out follow spot lighting
set up generators,get generators ready|prepare generators|set up generator|setting up generators
set up lathe compound,build lathe compound|build mill location|construct lathe compound|construct mill location|create lathe compound|create mill location|establish lathe compound|establish mill location
set up light board,install a light board|set up a light board|set up a lighting board|set up a lighting control console
set up machine controls,arrange machine controls|assemble machine controls|erect machine controls|prepare machine controls|set up machine control|set up of machine controls|setting up machine controls
set up media integration systems,establish media integration setups|install media integration systems
set up media storage,configure media storage|create media repository|deploy media repository|implement media storage solutions|set up media storage solutions
set up multimedia equipment,arrange multimedia equipment|assemble multimedia equipment|construct multimedia equipment|erect multimedia equipment|multimedia equipment set up|setting up multimedia equipment|setting up of multimedia equipment
set up office equipment,furnish office equipment|set up equipment for offices|setting up office equipment|supply office equipment
set up photographic equipment,choose location for photographic equipment|place photographic equipment|set up equipment of photography|set up photography equipment
set up photographic exhibitions,organise photography exhibitions|put up photo exhibitions|set up photo exhibitions|set up photography exhibition
set up pile helmets or sleeves,attach pile protection|attach protective attachments to piles|attaching protective attachments to piles|fit protective attachments to piles|fitting protective attachments to piles|pile helmets or sleeve set up|pile helmets set up|pile sleeve set up|protect piles|set up pile helmets|set up pile sleeves|setting up pile helmets|setting up pile helmets or sleeves|setting up pile sleeves
set up portable field transmission equipment,assemble field transmission equipment|mount field transmission l equipment|prepare field transmission equipment|setting up field transmission equipment
set up pricing strategies,arrange pricing strategies|assemble pricing strategies|construct pricing strategies|erect pricing strategies|set up a pricing strategy|setting up a pricing strategy|setting up pricing strategies
set up projection equipment,assemble projection equipment|install and connect projection and image equipment|set up equipment for projection|setting up projection equipment
set up props in a timely manner,arrange props on time|set up props appropriately|set up props on time
set up pyrotechnical equipment,assemble equipment for fireworks|put up pyrotechnic equipment|set up equipment for pyrotechnics
set up ramps in airports,assemble airport ramps|assemble ramps in airports|assist in aircraft baggage and equipment storage|assist in aircraft baggage storage operations|conduct aircraft baggage and equipment storage activities|perform aircraft baggage and equipment storage activities|prepare airport ramps|prepare ramps in airports|set up airport ramps|set up baggage ramps|support aircraft baggage and equipment storage
set up reinforcing steel,rebar set up|reinforcing steel set up|set up rebar|set up steel reinforcement|setting up of rebar|setting up of reinforcing steel|setting up rebar|setting up reinforcing steel|setting up steel reinforcement
set up sound equipment,set up sound apparatus|set up sound devices|set up sound gear|set up sound instruments|setting up sound equipment
set up sound reinforcement system,set up a reinforced sound system|set up a sound system that is reinforced|tune up sound reinforcement system|tune up the pa|tune up the public address system
set up specifications in curing room,set up a specifications in a curing room|set up specifications in a curing room|set up specifications in a drying room|set up specifications in a preserving room|set up specifications in a smoking room|set up specifications in a tempering room|setting up specifications in a curing room
set up stage decks,install stage decks|place stage decks|set up stage deck|setting up stage decks
set up stage lights,arrange stage lights|assemble stage lights|construct stage lights|erect stage lights|set up a stage light|setting up stage lights|stage lights set up
set up technical stage equipment,build up technical stage equipment|prepare technical stage equipment|put technical stage equipment in place|set up stage equipment|setting up technical stage equipment
set up temporary construction site infrastructure,install temporary building site infrastructure|installation of temporary building site infrastructure|installing temporary building site infrastructure|setting up of temporary construction site infrastructure|setting up temporary construction site infrastructure|temporary building site infrastructure installation|temporary construction site infrastructure set up
set up the coffee area,open and prepare the coffee area for service|prepare the coffee area|set up coffee area|set up the area for coffee
set up the controller of a machine,assemble appliance and machine control systems|assemble the controller of a machine|build appliance and machine control systems|build the controller of a machine|erect appliance and machine control systems|erect the controller of a machine|install appliance and machine control systems|install the controller of a machine|set up the computer controller of a machine
set up the cutter head,assemble the cutter head|mount the cutter head|prepare the cutter head|setting up the cutter head
set up tote board,construct tote board|install tote board|set up tote boards|setting up tote board
set up tower crane,assemble tower crane|assembling tower crane|assembly of tower crane|setting up of tower crane|setting up tower crane|tower crane assembling|tower crane assembly|tower crane set up|tower crane setting up
set up water filtration system,install water filtration system|installation of water filtration system|installing water filtration system|setting up of water filtration system|setting up of water filtration units|setting up water filtration system|setting up water filtration units|water filtration system installation|water filtration system set up|water filtration unit set up
set up water pump,commission water pump|commissioning of water pump|install water pump|installation of water pump|set up of water pump|setting up water pump|water pump commissioning|water pump installation|water pump set up|water pump setting up
set window,fit window|fit windows|fitting of window|fitting of windows|fitting window|fitting windows|set windows|setting of windows|setting window|setting windows|window fitting|window setting|windows fitting
set-up drum for rubber,drum preparing for rubber pressing|prepare drum for rubber pressing|preparing drum for rubber pressing|rubber drum setting up|rubber processsing drum preparing|setting-up drum for rubber
set-up weft knitting machines,prepare weft knitting machinery|prepare weft knitting machines|prepare weft knitting process|set-up machines for weft knitting process|set-up weft knitting machinery|weft knitting process setting-up
settle concrete,concrete settling|settling concrete|use vibrating table|using vibrating table|vibrating table using
setup the bar area,check the layout of the bar|open and prepare the bar area for service|setup bar area|setup the area of the bar
sew curtains,sew drapery
sew pieces of fabric,embroider pieces of fabric|fasten pieces of fabric|sew a piece of fabric|sew pieces of fabrics|sewing pieces of fabric|stitch pieces of fabric|tailor pieces of fabric
sew protective workwear,make protective workwear|sew protective work clothes|stitch protective work clothes|stitch protective workwear
sew puppet clothing,sew clothes of puppets|sew puppet clothes|sew together puppets' clothing|stitch puppet clothing
sew signatures,embroider signatures|fasten signatures|sew signature|sewing signatures|stich signatures
sew textile-based articles,seam textile-based articles together|seam textile-based goods together|seam textile-based products together|sew made-up textile articles|sew made-up textile goods|sew made-up textile products|sew textile-based goods|sew textile-based products
sew underwear,seam underpants and undershirts together|seam underwear together|sew underpants and undershirts
sex education,education on contraception|education on human sexuality|family planning|information and advice on human sexual reproduction|information on birth control|sexual education
sexology,characteristics of human sexual activity|evolution of human sexual activity|knowledge of sexology|sexology studies|studies in sexology
sexual disorders,sexual desire disorder|sexual desire disorders|sexual desires disorders|sexual disfunction|sexual disfunctions|sexual disorder|study of sexual disorders
shale gas,shale formations gas
shape candles,create candle|form candles|make candles|mould candles|shape a candle|shaping candles
shape clay,clay shaping|clay working|shaping clay|work clay|working clay
shape corporate culture,define corporate culture|determine corporate culture|shape corporation culture|shaping corporate culture
shape metal over anvils,forge metal|forging metal|metal forging|metal shaping over anvils|shaping metal over anvils|shaping of metal over anvils|use anvil to forge meta|use forging tools|using anvil to forge metal|using forging tools
shape nails,mould finger nails|mould nails|sculpt finger nails|sculpt nails|shape finger nails|shape nail|shaping nails
shape organisational teams based on competencies,form organisational teams based on competencies|put organisational teams together based on competencies|shape competency-based organisational teams|shape organisational team based on competencies|shape organisational teams based on competency|shape organizational teams based on competencies|shaping organisational teams based on competencies
shape ornamental design,adapt decorative forms and shapes|adapt ornamental design|modify decorative forms and shapes|modify ornamental design|prepare decorative forms and shapes|prepare ornamental design|remodel decorative forms and shapes|remodel ornamental design
shape sheet metal objects,form sheet metal|shaping of sheet metal objects|shaping sheet metal objects|sheet metal forming|sheet metal object shaping|sheet metal working|work sheet metal
share good practices across subsidiaries,inform subsidiaries on good practices|keep subsidiaries apprised of good practices|share good subsidiary practices|sharing good practices across subsidiary
share through digital technologies,act as intermediary in digital technology|share data through appropriate digital technologies|share digital content through appropriate digital technologies
sharpen edged tools,edged tool maintaining|edged tool sharpening|edged tools maintaining|edged tools sharpening|maintain edged tools|maintaining edged tools|sharpening edged tools
shellfish cultivation systems,methods to cultivate shellfish|range of shellfish cultivation systems|systems for shellfish cultivation|techniques to cultivate shellfish|types of shellfish cultivation systems|typology of shellfish cultivation systems|ways to cultivate shellfish
shiatsu,complementary medicine massage therapy|japanese bodywork|shiatsu massage therapy|shiatsu practice
shift energy demands,energy demand managing|energy demand shifting|energy demands managing|energy demands shifting|managing energy demands|shifting energy demands
shine shoes,brush shoes|polish shoes|use cloth to shine shoes
ship hull engineering,construction of vessel hulls|engineering in ship hulls|engineering in vessel hulls|hull engineering|manufacture of ship hulls|manufacture of vessel hulls|ship hull construction|vessel hull construction|vessel hull engineering
ship related legislative requirements,coverage of imo conventions|coverage of ship related legislative requirements|impact of imo conventions|impact of ship related legislative requirements|range of iom conventions|range of ship related legislative requirements|scope of imo conventions|scope of ship related legislative requirements
shipping industry,cargo business|freight industry|sailing industry|shipping business|shipping trade
shiva (digital game creation systems),shiva
show commitment,demonstrate commitment|demonstrate enthusiasm|demonstrate motivation|enjoy one's profession|enjoy working|have commitment|show motivation|show willingness to perform|show willingness to work
show confidence,behave confidently|confidence showing|demonstrate confidence|display confidence|exhibit confidence|reveal confidence|show of confidence|showing confidence
show consideration for student's situation,demonstrate consideration for student's situation|exhibit consideration for student's situation|express consideration for student's situation|show consideration for student situation|show consideration for students’ situation|show consideration for students’ situations
show determination,demonstrate a focussed approach|demonstrate enthusiasm|demonstrate positive attitude|demonstrate positive disposition|demonstrate positive thinking|exhibit enthusiasm|have clear goals|make an effort|persist|show positive disposition|strive for results|strive for success
show diplomacy,demonstrate diplomacy|display diplomacy|exhibit diplomacy|reveal diplomacy|showing diplomacy
show empathy,be empathic|communicate an empathic response|concern for others|demonstrate concern for others|demonstrate consideration|display consideration|exhibit consideration|show concern for others|show courtesy|show good manners|showing empathy|treat people fairly
show entrepreneurial spirit,demonstrate entrepreneurial spirit|demonstrate entrepreneurship|demonstrate willingness to take risks|display entrepreneurial spirit|exhibit entrepreneurial spirit|identify opportunities|pursue opportunities|reveal entrepreneurial spirit|show an entrepreneurial spirit|showing an entrepreneurial spirit|showing entrepreneurial spirit
show good manners with players,be polite|be polite with players|show polite behaviour|show polite manners
show impartiality,demonstrate impartiality|demonstrate neutrality|maintain impartiality|maintain neutrality|preserve impartiality|preserve neutrality|show neutrality
show impartiality in an assessment situation,assess candidates with impartiality|assess with impartiality|show impartiality during candidates assessment|show impartiality in assessing candidates|show impartiality in candidates assessment
show initiative,be a driving force|demonstrate sense of initiative|give impetus|initiate action|show active initiative|show sense of initiative|take the initiative
show intercultural awareness,commit to intercultural awareness|commit to multi cultural awareness|demonstrate intercultural awareness|demonstrate multi cultural awareness|evidence intercultural awareness|evidence multi cultural awareness
show professional responsibility,adopt a professional attitude|demonstrate a professional civic duty|showing professional responsibility
show sample garments,display sample garments|exhibit sample garments|present sample garments|showing sample garments
show samples of wall and floor coverings,demonstrate samples of wall and floor coverings|display samples of wall and floor coverings|exhibit samples of wall and floor coverings|reveal samples of wall and floor coverings|show a sample of wall and floor coverings|showing a sample of wall and floor coverings|showing samples of wall and floor coverings
shunt inbound loads,analyse the stability of train after loading activities|carry out inbound and outbound freight shunting operations|ensure train stability after loading|move inbound and outbound freight using shunters|perform shunting operations for inbound freight|shunt freight to inbound and outbound trains|shunt inbound and outbound freight|shunt inbound and outbound loads|shunt inbound and outbound shipments|shunt inbound freight loads|shunt inbound shipments|undertake shunting operations for inbound and outbound freight
shunt outbound loads,move outbound loads of freight through operation of shunters|move outbound loads of freight using shunters|move outbound loads using shunters|operate shunters to move outbound loads|shunt outbound freight|shunt outbound freight loads|shunt outbound goods loads|shunt outbound loads of freight|shunt outbound loads of goods|use shunters to move outbound loads
shunt rolling stock in marshalling yards,conduct shunting activities in marshalling yards|move rolling stock in marshalling yards|operate shunters to form trains in marshalling yards|operate shunters to move rolling stock in marshalling yards|perform shunting activities in marshalling yards|shunt rolling stock|switch rolling stock|switch rolling stock in marshalling yards|use shunters to form trains in marshalling yards|utilise shunters to form trains in marshalling yards
side effects of radiotherapy treatment,adverse effect of radiotherapy treatment|adverse effects of radiotherapy treatment|side effect of radiotherapy remedy|side effects after undergoing radiotherapy treatment|side effects and responses of radiotherapy treatments|side effects of radiotherapy remedy|unwanted effect of radiotherapy treatment|unwanted effects of radiotherapy treatment
sift powder,pass powder through silk screen|passing powder through silk screen|powder sifting|sifting powder
sightseeing information,give tourists updated information on attractions|information on sightseeing|information regarding sightseeing|provide tourist information
sign income tax returns,authenticate income tax returns|certify income tax returns|sign income tax return|sign tax returns|signing income tax returns|validate income tax returns
sign language,albanian sign language|armenian sign language|austrian sign language|azerbaijani sign language|british sign language|bsl|bulgarian sign language|catalan sign language|croatian sign language|cypriot sign language|czech sign language|danish sign language|dutch sign language|estonian sign language|finland-swedish sign language|finnish sign language|flemish sign language|french sign language|georgian sign language|german sign language|greek sign language|hungarian sign language|icelandic sign language|irish sign language|italian sign language|kosovar sign language|latvian sign language|lithuanian sign language|macedonian sign language|makaton|maltese sign language|northern ireland sign language|norwegian sign language|polish sign language|portuguese sign language|romanian sign language|russian sign language|sign languages|signing language|signing languages|slovakian sign language|slovenian sign language|spanish sign language|swedish sign language|swiss-french sign language|swiss-german sign language|swiss-italian sign language|turkish sign language|ukrainian sign language|valencian sign language|walloon sign language|yugoslav sign language
signal box parts,components of railroad signalling boxes|components of railway signalling boxes|components of signal boxes|elements of signal boxes|parts of signal boxes|railroad signalling control box parts|railway signal box and related equipment parts|railway signalling control box parts|signal box components|signal box controls|signal box elements
signal boxes,kinds of signal box|operations of signal boxes|principles of railway signal boxes|principles of signal boxes|rail signal boxes|railroad signal boxes|railway signal boxes|signal box operations|signal boxes used in railroads|signal boxes used in railways|types of signal box
signal cues to announcers,give cues to announcers|indicate cues to announcers|provide cues to announcers|signal cues to announcer|signalling cues to announcers
signal for explosion,clear blast area|ensure blast area is clear|explosion signalling|explosion signals|set up blast area signals|set up blast warning signals|signals for explosion|warn and signal for explosion
signal processing,analogic transmission digital transmission|digital signal processing|dsp
signs of animal illness,knowledge of animal illnesses|sign of animal illness|signs of health and ill health in animals|signs of ill health in animals
silvering,coat glass with aluminium|coat glass with reflective coating|coat glass with silver|create reflective coating|method of silvering|process of silvering|silvering method|silvering process
similitude,prediction|propotype performance|similitudes
simplify communication in maritime management,develop a streamlined communication system for maritime operations|develop efficient communication procedures for maritime management|develop efficient maritime management communication procedures|develop procedures to simplify information exchange in maritime operations|develop streamlined maritime operations communication system|implement procedures to simplify information exchange in maritime operations|simplify communication processes in maritime management|simplify maritime management communication|simplify maritime management communication processes|streamline communication in maritime management|streamline maritime management communication|streamline maritime management communication processes
simulate mechatronic design concepts,mechatronic design concepts modelling|mechatronic design concepts simulating|modelling mechatronic design concepts|simulating mechatronic design concepts
simulate transport problems,simulate problems for transports|simulate transports problems
simulation-based clinical education,scenario training|simulation training in nursing|training with mannequin
sing,chant|croon|singing
six sigma methods,6 sigma|knowledge of six sigma methods|six sigma methodology
sizes of paper,cuts of paper|measurements of paper|measures of paper|size of paper|sizes of paper stock
skateboard,skate
sketch designs on workpieces,depict designs on workpieces|draw workpiece design|sketch workpieces' designs|sketching designs on workpieces
sketch leather goods,depict leather goods|depict leatherwear|draw leather goods|draw leatherwear|sketch leather products|sketch leatherwear
sketch set images,draw image of set outline|draw images of set layout|sketch image of setting|sketch images of set
sketchbook pro,autodesk sketchbook pro|sketchbook
ski,skiing
skin animals,cut up animals|dissect animals|skin an animal|skinning animals|strip animals
skin types,complexions|kinds of skin|skin type|sorts of skin|types of skin
slaughter animals,butcher animals|kill animals|slaughter an animal|slaughter fur animals|slaughter livestock following cultural conventions|slaughter livestock following cultural practices|terminate animals lives
slice crystals into wafers,crystal slicing to make wafers|operate wire saw machines|operating wire saw machines|slicing crystals into wafers|wire saw machine operating|wire saw machines operating
slice fish,cut fish|fillet a fish|fillet fish|slice a fish|slice of fish
slovak,ability to comprehend spoken and written slovak and to speak and write in slovak|competent in slovak
slovenian,ability to comprehend spoken and written slovenian and to speak and write in slovenian|competent in slovenian|slovene
smalltalk (computer programming),smalltalk|smalltalk programming system
smart city features,advanced mobility functionalities creation for smart cities|advanced mobility functionalities for smart cities|big data technologies for novel software ecosystems in smart cities|big data technologies for smart cities|smart city characteristics
smart contract,smart contract software
smart contract programming languages,programming languages for smart contract
smart grids systems,smart grids
smed,single-minute exchange of dies
smoke sensors,alarms for smoke|detectors of smoke|devices that sense smoke|monitors for smoke|smoke alarms|smoke detectors|smoke monitors|smoke sensing devices|smoke-sensing devices
smooth burred surfaces,burred surface smoothing|burred surfaces smoothing|de-burr metal parts|de-burr steel parts|de-burring metal parts|de-burring steel parts|smoothing burred surfaces|smoothing of burred surfaces
smooth glass edges,burnish glass edges|polish glass edges|refine glass edges|smooth edges of glass|smoothen edges of glass
smooth glass surface,glass surface smoothing|lens surface smoothing|smooth lens surface|smoothing glass surface|smoothing lens surface
smoothen rough jewel parts,buff rough jewel parts|polish rough jewel parts|shine rough jewel parts|smoothen jewel parts|smoothening rough jewel parts
snap chalk line,chalk line snapping|mark line|mark line on wall|marking line|marking line on wall|snapping chalk line|snapping of chalk line
snow removal safety hazards,safety hazards of removing snow|safety hazards of snow removal|snow extraction safety hazards|snow removal safety dangers|snow removal safety hazard|snow removal safety risks
snowboard,snowboarding
snowflake,
soak film in water,film soaking in water|immerse film in water|leave film in water|submerge film in water
social alliances,social collaborative networks|social partnerships
social bonds,pay-for-success bonds|pay-for-success financing|social benefit bonds|social impact bonds
social development,social development process
social entrepreneurship,creation of a social enterprise|management of a social enterprise|social enterprise management|social enterprises scaling-up process|social entrepreneurship process
social entreprise,conscious business|social business|social company|social enterprise|social firm|social-enterprise|socially responsible business
social innovation,civic innovation|social community innovation
social justice,development and principles of human rights|development and principles of social justice|human rights
social media management,computer media management|handling of social media strategies|management of social media
social media marketing techniques,social media marketing strategies|strategies for social media marketing|strategies for social media platforms
social mediation,non-violent social conflict resolution|process of creation and management of social life|social mediations
social network analysis,social network analysis methods
social pedagogy,holistic education and care|theory and practice of education and care
social sciences,science of society|social science|social science studies|studying social groups|theory and practice of social sciences
social security law,social security legislation|social security regulations|social security rules|social security statutes|welfare legislation|welfare regulations|welfare rules|welfare statutes
social work theory,apply social work theory to practice|development and characteristics of social work|fundamentals of social work|social work theoretical framework|social work theories|theoretical framework of social work
socio-economic trends in your sector,socio economic trends in your sector|socio-economic trends in your sectors
sociocultural contexts in which animals are kept,awareness of social and cultural contexts in which animals are kept|social and cultural contexts in which animals are kept|socio-cultural contexts in which animals are kept|sociocultural context in which an animal is kept
sociology,sociological studies|study of group behavior and dynamics|study of group behaviour and dynamics|study of societal trends and influences
sociology applied to paramedical science,applied sociology in paramedical science|fundamentals of sociology for paramedics|sociological theories applied to paramedical science|sociology applied to paramedical sciences
software anomalies,software behaviour deviations|software bugs|software defects|software performance deviations|software performance incidents
software architecture models,software architecture frameworks|software architecture patterns
software components libraries,
software components suppliers,suppliers of software components
software design methodologies,software design approaches|software design techniques
software frameworks,software engineering frameworks
software interaction design,interaction design
software metrics,software measurement metrics
software ui design patterns,best practices for software user interface tasks|software ui design best practices|software user interface design patterns|solutions for software ui tasks|solutions for software user interface tasks
soil mechanics,geotechnical engineering|physical characteristics of soil|physical properties of soil|soil analysis|soil behaviours|soil characteristics|soil physics
soil science,soil studies|the study of soil
soil structure,characteristics of soil components|characteristics of soil structure|diversity of soil components|diversity of soil structure|range of soil components|range of soil structure|types of soil components|types of soil structure|typology of soil components|typology of soil structure
solar absorption cooling system,solar absorption cooling|solar cooling|vapor absorption cooling
solar energy,energy from sunlight|energy from the sun|photovoltaic energy|renewable solar|solar power|solar technology|solar thermal energy|ste|sun energy
solar panel mounting systems,ballasted mounts|mounting systems for solar panels|mounts for solar panels|pole mounts|solar panel mounts|solar panels|systems for mounting solar panels|tracking mounts
solar products,photovoltaic products|solar devices
solder components onto electronic board,component soldering onto electronic board|components soldering onto electronic board|soldering components onto electronic board|soldering tool using|soldering tools using|use soldering tools|using a soldering tool|using soldering tools
solder electronics,use soldering equipment|use soldering gun|use soldering iron
solder lead came joints,conjoin lead came joints|solder joints of lead came|solder lead came parts|soldering of lead came joints
soldering techniques,soldering|soldering methods|soldering practices|soldering procedures|soldering systems
solicit event publicity,request advertising for an event|request publicity for an event|solicit an event's publicity|solicit publicity for an event
solid mechanics,mechanics of solids|solid materials mechanics
solid phase microextraction,solid phase microextraction procedure|solid phase microextraction technique|spme
solid-state chemistry,materials chemistry|properties of solid materials|solid materials properties|solid-state battery technology|solid-state chemistry types|types of solid-state chemistry|typology of solid-state chemistry
solidity,solidity principles|solidity software|solidity techniques
solution deployment,implementation of solutions|software solution deployment
solve bank account problems,solve account issues|solve account problems|solve bank book problems|troubleshoot bank account problems
solve ict system problems,diagnose system problems|manage system problem|troubleshoot system
solve location and navigation problems by using gps tools,find solutions location and navigation problems by using gps tools|resolve location and navigation issues by using gps tools|solve location and navigation problem by using gps tools|solve location and navigation problems by using gps instruments|solve location and navigation problems by using gps tool|solve navigation problems by using gps tools|solving location and navigation problems by using gps tools|use global positioning system|use gps tools
solve operational transport problems,address operational transport issues|address operational transport problems|create solutions to operational transport problems|develop solutions to operational transport problems|find solutions to operational transport problems|remedy problems in operational transport|remedy problems in operational transportation|resolve operational transport issues|resolve operational transport problems|solve operational transport issues
solve problems,act intuitevely|apply problem solving|come up with strategy to solve problems|create strategies to solve problems|demonstrate problem solving skills|develop strategies to solve problems|manage problems|resolve problems
solve problems in gambling through digital means,find a solution to problems in gambling through information technology|solve gambling problems through digital means|solving problems in gambling through digital means|work out gambling problems through digital means
solve problems in healthcare,find solutions for problems in healthcare|handle issues in healtchare|solve problems in health-care|solve problems in the healthcare sector
solve technical problems,diagnose technical problems|resolve technical issues
somatic integrated modalities,indications and contraindications of physiotherapeutic and other modalities|physiotherapeutic and other manual and therapeutic modalities
sommelier activities,a sommelier activity|sommelier actions|sommelier activity|sommelier exercises|sommelier operations|sommelier strategies
sophrology,method to establish harmony between body and mind|sophrology method
sort cut parts of carcasses inside cooling compartments,arrange cut parts of carcasses inside cooling compartments|catalogue cut parts of carcasses inside cooling compartments|categorise cut parts of carcasses inside cooling compartments|separate cut parts of carcasses inside cooling compartments|sort cut parts of a carcass inside a cooling compartment|sort cut parts of carcasses inside a cooling compartment|sorting cut parts of carcasses inside cooling compartments
sort textile items,divide textile items|organise textile items by type|sort textile item|sort textiles|sorting textile items
sort tobacco leaves,arrange tobacco leaves|catalogue tobacco leaves|categorise tobacco leaves|separate tobacco leaves|sorting tobacco leaves
sort waste,arrange waste|categorise waste|conduct activities to separate waste|group waste according to characteristics|organise refuse|organise waste|perform activities to separate waste|perform waste separation activities|separate waste into different categories|sort garbage|sort refuse|sort rubbish
sour gas sweetening processes,decontaminate raw gas|decontaminating raw gas|process of sour gas sweetening|process raw gas|processes of sour gas sweetening|raw gas decontamination|raw gas processing|sour gas sweetening|sour gas sweetening process|sweetening sour gas
source (digital game creation systems),source|source 2|source 2006|source 2007
source colour chemicals,colour chemical sourcing|colour chemistry purchasing|search and purchase colour chemicals|source color chemicals|source colour chemistry
source criticism,bible source analysis|bible source criticism|biblical source analysis|biblical source criticism|source critique
spanish,castilian
spark,apache spark
sparkling wines,bubbly wines|fizzy wines|sparkling wine
sparql,sparql protocol and rdf query language
spatial planning,spatial planning principles
speak about your work in public,discuss your work in public|speaking about your work in public|talk about your work in public
speak dialect,articulate dialect|speak a dialect|speak in a dialect|speaking a dialect|talk in a dialect|utter dialect
speak different languages,communicate in multiple languages|speak a different language|speak foreign languages
special equipment in emergency,life support equipment|special devices in emergency|special equipment for emergency conditions|special tools in emergency|special utensils in emergency|specialized equipment in emergency
special needs education,special-needs education|teaching equipment for special needs students|teaching method for special needs students|teaching methods for special needs students|teaching methods for special-needs students
special needs learning equipment,special needs learning implements|special needs learning instruments|special needs learning tools
specialise in a musical genre,focus in musical genre|specialise in musical genres|specialising in musical genre|specialize in a musical genre|trained in musical genre
specialise in an area of history,focus in an area of history|specialise in history|specialising in an area of history|specialize in an area of history|trained an area of history
specialise in conservation-restoration of specific types of objects,learn restoration methods of specific types of objects|specialise in conservation of particular items|specialise in specific objects' restoration and conservation|specialise in specific types of conservation and restoration of objects|specialize in conservation-restoration of specific types of objects
specialised astrology software,specialised astrology computer programs|specialised software for astrology|specialized astrology software
specialist nursing care,specialist analysis of clincial problems in nursing care|specialist in nursing care|specialist nursing diagnosis
specify digital game scenes,create digital game locations
specify landscape design components,landscape design components recommending|landscape design components specifying|recommend components of landscape design|recommend landscape design components|recommending components of landscape design|recommending landscape design components|specify components of landscape design|specifying components of landscape design|specifying landscape design components
spectroscopy,principles of spectroscopy
speech recognition,recognition of speech|recognizing speech|speech identification
speech techniques,breathing and speaking techniques|characteristics of speech|history of speech|speech technique|voice and speaking techniques
spelling,orthography|spellings
spine surgery,spinal surgery
spiral development,spiral development methodology
spirits development,development of spirits|spirit development|spirit developments|spirit maturing|spirits evaluation|spirits expansion|spirits processing
spiritualism,animism
splice cable,splice line|splice wire
split animal carcasses,breach animal carcasses|divide animal carcasses|rift animal carcasses|separate animal carcasses|split an animal carcass|splitting animal carcasses
split bricks,brick splitting|brick trimming|split wall bricks|splitting of bricks|splitting of wall bricks|splitting wall bricks|trim bricks|trimming of bricks|wall brick splitting
sport and exercise medicine,exercise and sports medicine|sports injury medicine|sports injury treatment|sports medicine
sport games rules,sport games guidelines|sport games regulations|sport rules|sports rules
sport history,sports history|the history of sport
sport psychology,basics of sport psychology
sporting equipment usage,sporting equipment control|sporting equipment handling|sporting equipment operation|sporting equipment use|sports equipment usage|use of sporting equipment
sporting events,sport activities|sport events|sporting activities|sports events
sports competition information,information on sports competitions|sports competition advice|sports competition data|sports competition knowledge|sports competition report
sports ethics,sport ethics|sports ideals|sports morality|sports principles|sports values
sports nutrition,sport nutrition|sporting nutrition|sports diet|sports nourishment|sports subsistence
spot metal imperfections,determine component and workpiece faults and flaws|determine metal imperfections|diagnose component and workpiece faults and flaws|diagnose metal imperfections|identify component and workpiece faults and flaws|identify metal imperfections|see component and workpiece faults and flaws|see metal imperfections
spot other climbers,assist climbers|assist other climbers|climber spotting|communicate with climbers|oversee climbers|oversee other climbers|spotting of other climbers|spotting other climbers
spot valuable items,identify valuable items|recognise valuable items|see valuable items|spot a valuable items|spotting a valuable items|spotting valuable items
spot welding machine parts,oxyacetylene brazing technique components|oxyacetylene brazing technique sections|oxyacetylene brazing technique segments|oxyacetylene brazing technique units|spot welding machine components|spot welding machine sections|spot welding machine segments|spot welding machine units
spray finishing technology,spray finishing equipment and techniques|spray finishing techniques and methods|spray finishing technologies|techniques and methods for spray finishing|technologies for spray finishing|technology for spray finishing|technology of spray finishing
spray pesticides,apply pesticides through spraying|spray insecticides|spray pesticide|spraying pesticides
spray slabs,coat rubber slab|coating rubber slab|slab spraying|spraying slab
spray test panel,coat test panel|coating test panel|spraying test panel|test panel coating|test panel spraying
spread fertiliser,apply fertiliser|applying fertiliser|applying of fertiliser|fertiliser applying|fertiliser spreading|spread fertilizer|spreading fertiliser|spreading of fertiliser
spring boot,spring framework|springboot
sql,informix 4gl/sql|sequel|structured query language|subquery
sql server,microsoft sql server|ms sql server|mssql
sql server integration services,microsoft sql server integration services|microsoft ssis|ssis
sqlite,
stabilise ph of starches,maintain the ph of starches|preserve the ph of starches|stabilise the ph of starch|stabilise the ph of starches|stabilize ph of starches|steady the ph of starches|sustain the ph of starches
stack empty pallets,heap empty pallets|load empty pallets|pile empty pallets|stack an empty pallet|stacking empty pallets|stacking of empty pallet|stockpile empty pallets
stack goods,carry out cargo piling activities|carry out freight packing activities|carry out goods piling activities|carry out packaged goods piling activities|perform cargo stacking activities|perform freight stacking activities|perform goods stacking activities|perform packaged items stacking activities|pile cargo|pile freight|pile goods|pile packaged goods|stack cargo|stack freight|stack packaged items
stack paper bags,arrange paper bags|organise paper bags|pile paper bags|stacking paper bags|stockpile paper bags
stack timber,arrange timber|organise timber|pile timber|stack lumber|stacking timber|stockpile timber
staf,staf software
staff game shifts,game shifts of staff|games' staff shift|staff game rosters|staff rosters during games
stages of bereavement,stage of bereavement|stages of grief|stages of mourning
