skill,skill_aliases
manage time,managing time|schedule|prioritise tasks|prioritise actions|manage schedule|set priorities|meet deadlines|define milestones|draw up time line|work out time line|adhere to schedules|plan deadlines|plan time|coordinate actions
post-processing of photographs,the post-processing of photographs|post-processing of photos|post-processing of a photograph
advanced materials,advanced materials in specialised processing|adms|innovative materials in synthesis technologies|innovative materials in specialised processing|material synthesis and processing|advanced materials in synthesis technologies
manufacturing of daily use goods,production of daily use goods|manufacturing of daily-use goods|manufacturing of household goods|assembling of daily use goods|manufacturing of goods for daily use|daily use goods manufacturing|construction of daily use goods|building of daily use goods
assist in maritime rescue operations,assist maritime rescue efforts|provide assistance during maritime rescue operations|assist maritime rescue actions|provide assistance during maritime rescue activities|provide support to maritime rescue operations|support maritime rescue activities|support maritime rescue operations|support maritime rescue actions|assist maritime rescue activities|provide assistance to rescue operations in maritime environments|provide support to rescue activities in maritime environments
types of wood chippers,sorts of wood chippers|type of wood chipper|kinds of wood chippers|categories of wood chippers|varieties of wood chippers
estimate value of used jewellery and watches,evaluate value of used jewellery and watches|estimate value of used jewelry and watches|estimate the value of used jewellery and watches|estimating the value of used jewellery and watches|assess value of used jewellery and watches|estimation of the value of used jewellery and watches|measure value of used jewellery and watches|value of used jewellery and watches
practise camera movements,practise camera movement|practising camera movements|rehearse camera movements|practice camera movements|repeat camera movements|review camera movements
prepare horoscopes,draw up horoscopes|make ready horoscopes|put together horoscopes|prepare astrological charts|draw up astrological charts|make ready astrological charts|prepare horoscope|put together astrological charts|preparing horoscopes
provide animal training,train animals|instruct animals|deliver animal training|implement animal training|execute training programmes for animals|undertake activities related to animal training programme implementation|train animals to achieve specific objectives|supply animal training|implement training for animals|provide training for animals|implement animal training courses|deliver training for animals|provide animal instruction|execute animal training activities|implement training programmes for animals|execute animal training
assemble optoelectronics,construct opto-electronics|assembling optoelectronics|assembling opto-electronics|constructing optoelectronics|assemble opto-electronics|optoelectronics assembling|opto-electronics constructing|construct optoelectronics|constructing opto-electronics|opto-electronics assembling|optoelectronics constructing
perform calorimeter operation,performing calorimeter operation|analysing heat in chemical reactions|calorimeter operation performing|heat analysing in chemical reactions|analyse heat in chemical reactions
understand spoken yiddish,interpret spoken yiddish|make sense of spoken yiddish|listen to yiddish|comprehend spoken yiddish|understand yiddish speech
post-process stone workpiece,treat stone workpiece|treating stone workpiece|stone workpiece treating|stone workpiece post-processing|post-processing stone workpiece
hindi,ability to comprehend spoken and written hindi and to speak and write in hindi|competent in hindi
develop a collaborative therapeutic relationship,develop a collaborative relationship during treatment|develop collaborative therapeutic relationship|develop mutually collaborative relationship during therapy|establish a collaborative therapeutic relationship|develop collaborative therapeutic relationships
apply hygiene standards,conform to hygienic work practices|follow hygienic work practices|identify hygiene risks|attend to hygiene|attend to cleanliness|care for hygiene|look after hygiene
operate stationary steam engine,operating stationary steam engine|tend stationary steam engine|stationary steam engine operating|tending stationary steam engine|stationary steam engine tending
work with healthcare users' social network,work with the healthcare users' family and friends|work with the healthcare users' social network|interact with healthcare users' social network|involve healthcare users' social network|work with the healthcare users' friends and family
use hand tools to make tobacco products,use of a hand tool to make tobacco products|utilise hand tools to make tobacco products|operate hand tools to make tobacco products|use a hand tool to make tobacco products|use of hand tools to make tobacco products|apply hand tools to make tobacco products|handle hand tools to make tobacco products
advise on public image,recommend public relations|solve public relations|solve public image|suggest public relations|recommend public image|suggest public image
vehicle-to-everything technologies,v2x|v2x technologies|knowledge of vehicle-to-everything technologies
transfer varnish,transferring varnish|varnish moving|moving varnish|move varnish|varnish transferring
establish investment funds,establish investment treasuries|establish investment trusts|establish venture funds|establish investment fund
supervise betting operations,oversee proper execution of betting|supervise operations in betting|supervise betted operations|oversee correct execution of betting activities
treat contaminated water,contaminated water treatment|managing of water treatment|treating contaminated water|treating of contaminated water|manage water treatment|management of water treatment|water treatment management|treatment of contaminated water|managing water treatment
negotiate with employment agencies,handle negotiations with employment agencies|negotiate with employment companies|negotiate with job placement agencies|negotiating with employment agencies|handle negotiations with job placement agencies|negotiate with employment agency|negotiate with job placement companies|handle negotiations with employment companies|handle negotiations with job placement companies|negotiate with agencies of employment
manage landscape design projects,manage design projects in landscaping|preparing landscape design projects|preparing design projects in landscaping|landscape design projects managing|managing design projects in landscaping|managing landscape design projects|prepare landscape design projects|landscape design projects preparing|prepare design projects in landscaping
understand spoken turkish,make sense of spoken turkish|interpret spoken turkish|listen to turkish|understand turkish speech|comprehend spoken turkish
manage medication safety issues,oversee for medicines safety issues|oversee for medication safety issues|monitor for medicines safety issues|monitor for medication safety issues|manage medicines safety issues
stimulate creative processes,stimulating creative processes|stir creative processes|stimulate creative process|encourage creative processes|brainstorm
set up the controller of a machine,erect appliance and machine control systems|build the controller of a machine|set up the computer controller of a machine|install appliance and machine control systems|install the controller of a machine|assemble the controller of a machine|erect the controller of a machine|assemble appliance and machine control systems|build appliance and machine control systems
prepare alcoholic beverages,prepare an alcoholic beverage|mix alcoholic drinks|open and pour alcoholic beverages
use metal bending techniques,use metal bending approaches|utilise metal bending methods|shape metal using defined methods|shape metal through use of defined techniques|bend metal using defined techniques|execute specialist metal bending techniques|shape metal through use of defined methods|utilise metal bending techniques|utilise techniques for bending metal|use techniques for bending metal|shape metal using defined techniques|use metal bending methods|bend metal using defined methods
test solid discharges from oil centrifuge,investigate solid discharges from oil centrifuge|testing solid discharges from oil centrifuge|test discharges from oil centrifuge that are solid|assess solid discharges from oil centrifuge|test solid discharges from oil centrifuges|analyse solid discharges from oil centrifuge|experiment solid discharges from oil centrifuge
understand spoken ukrainian,comprehend spoken ukrainian|understand ukrainian speech|listen to ukrainian|interpret spoken ukrainian|make sense of spoken ukrainian
develop communicable disease control policies,compile communicable disease control policies|developing communicable disease control policy|develop communicable disease control policy|prepare communicable disease control policies|write communicable disease control policies|define communicable disease control policies|developing communicable disease control policies|draw up communicable disease control policies|draft communicable disease control policies
labour market,labour markets|labor market|job market|employment market
female reproductive system pathology,pathology of the female reproductive system|female reproductive system's pathology|gynaecological and obstetrical pathology|gynecological and obstetrical pathology|diseases of the female reproductive system
category specific expertise,specialized knowledge on supplies|domain expertise on supplies|specialised knowledge on supplies
biomedical engineering,biomedical fabrication|biomedical engineering processes|biomedical construction|biomedical assembly|biomedical manufacturing
install water purity mechanism,fitting water purity mechanism|water purity mechanism fitting|installation of water purity mechanism|installing water purity mechanism|water purity mechanism installing|water purity mechanism installation
gather reference materials for artwork,gather reference materials for artworks|gathering reference materials for artwork|collect reference materials for artwork|assemble reference materials for artwork|gather reference material for artwork
compile statistical data for insurance purposes,compose statistical data for insurance purposes|collect statistical data for insurance purposes|produce statistics for insurance purposes
manage recycling program budget,supervise recycling program budget|managing a recycling program budget|manage recycling program budgets|maintain recycling program budget|manage a recycling program budget|regulate recycling program budget|oversee recycling program budget
define technical requirements,write up a list of technical specifications|gather technical requirements|jot down technical specifications in a list|write up a technical specifications' list|write technical specifications|write up technical specifications in a list|make a list of technical aspects
teradata database,teradata|teradata integrated data warehouse
utilise cross-selling,utilize cross-selling|handle cross-selling|apply cross-selling|utilisation of cross-selling|adopt cross-selling|utilising cross-selling|manage cross-selling|cross-selling utilisation
manage recreational facility,regulate recreational facility|manage a recreational facility|oversee recreational facility|maintain recreational facility|manage recreational facilities|managing a recreational facility|supervise recreational facility
analyse network bandwidth requirements,analyze network bandwidth requirements|measure network bandwidth requirements|assess network bandwidth requirements
czech,ability to comprehend spoken and written czech and to speak and write in czech|competent in czech
collect financial data,collecting financial data|compile financial data|gather financial data|organise financial data|collect finance data
development trends in radiography,new techniques in radiography|developments in radiography|progress trends in radiography|development trends in medical imaging|new developments in radiography
treat pain for veterinary patients,manage pain for veterinary patients|provide pain management for veterinary patients|monitor analgesics in animals|administer analgesics to animals|manage veterinary patient's pain|select analgesics for animals|manage veterinary patients' pain
stamp v-belts,v-belts stamping|branding v-belts|brand v-belts|v-belt stamping|v-belts branding|stamping v-belts|v-belt branding
musical instrument accessories,musical instrument embellishments|musical instrument attachments|musical instrument additions|musical instrument extras|musical instruments accessories|musical instrument accessory|a musical instrument accessory
apply specific manual chiropractic techniques,apply a specific manual chiropractic technique|apply specific manual techniques of chiropractic|decrease pain using specific manual chiropractic techniques|use specific manual chiropractic techniques
provide anger management counselling,help clients overcome anger issues|apply anger management techniques|offer anger management counselling|offer anger management counseling
control glass fibres flow,maintain fibreglass flow rate|control glass fibers flow|glass fibre flow controlling|maintaining fibreglass flow rate|controlling glass fibres flow|glass fibres flow controlling|fibreglass flow rate maintaining
maintain tanks for viticulture,preparing viticulture tanks|maintaining tanks for viticulture|maintain viticulture tanks|prepare viticulture tanks|preparing tanks for viticulture|maintaining viticulture tanks|prepare tanks for viticulture
revise translation works,revising translation|edit translation works|revising translation works|improve translation works|correct translation works|translation work revising|modify translation works|alter translation works
parts pricing,parts estimates|pricing of parts|parts appraisals|parts values|part pricing|pricing a part|parts costs
supervise art gallery staff,oversee art gallery staff|monitor art gallery staff|supervising art gallery staff|art gallery staff supervision|supervision of art gallery staff|watch over art gallery staff|manage art gallery staff
restore antique clocks,recondition antique clocks|refurbish antique clocks|restore clocks|restore antique clock|restoring antique clocks|revamp antique clocks
dismantle scaffolding,taking apart of scaffolding|dismantling of scaffolding|taking down scaffolding|scaffolding deconstruction|scaffolding take-down|taking apart scaffolding|take apart scaffolding|scaffold dismantling|taking down of scaffolding|dismantling scaffolding|take down scaffolding
understand written slovenian,read slovenian|comprehend written slovenian|interpret written slovenian|understand slovenian writing|make sense of written slovenian|comprehend written slovene
communicate schedules to the people concerned,communicate timetables|communicate schedules to whom it may concern|impart schedules|impart schedules to whom it may concern|communicate scheduling information|impart schedules to the people concerned|communicate schedules|impart timetables
communicate information during sport game,communicate information during a sports game|communicate information effectively to sport competitors and participants|provide information during a sport competitors|communicate information during sports
motivate fitness clients,motivate fit clients|offer fitness motivation|interact with fitness customers|motivate clients of fitness
ensure compliance with disclosure criteria of accounting information,ensuring compliance with disclosure criteria of accounting information|ensure compliance with disclosure criteria of account information|ensure compliance with accounting information disclosure criteria|make sure disclosure criteria of accounting information is compliant|certify compliance with disclosure criteria of accounting information|guarantee compliance with disclosure criteria of accounting information
lean project management,lean project management approach|lean six sigma|lean project methodology
implement quality control procedures for biomedical tests,follow quality control procedures for biomedical tests|implement quality control procedure for biomedical test|apply quality control procedures to biomedical tests|implement quality control procedures for biomedical test
manage grape harvest,managing grape harvest|grape harvesting managing|manage grape gathering|grape harvest managing|grape picking managing|managing grape gathering|manage grape collection|manage grape harvesting|manage grape picking|managing grape picking|managing grape collection
influence of adjuvant treatment on radiotherapy,influence of adjunct therapy on radiotherapy|influence of adjuvant therapy on radiotherapy|influence of adjuvant treatments on radiotherapy|influences of adjuvant treatment on radiotherapy|influence of adjunctive therapy on radiotherapy
orthotic devices,types of orthotic devices|orthotic ankle joints|orthotic joints|orthotic knee joints|orthotic arch supports|orthotic braces
sell ammunition,selling ammunition|ammunition selling|dispose of ammunition|trade ammunition|market ammunition|sales of ammunition|barter ammunition
perform a feasibility study on biomass systems,do a feasibility study on biomass system|carry out feasibility study of biomass systems|perform a feasibility study on (large) biomass systems
manage open publications,manage open-source content|manage open-source publications|handle open-source content|handle open publications|handle open-source publications
tabulate survey results,tabulate results from survey|tabulating survey results|tabulate a set of survey results|calculate survey results|chart survey results
program lift controller,configure lift controller|lift controller configuration|programming lift controller|configuring lift controller|lift controller programming|programming of lift controller|configuration of lift controller
supervise cage net systems,managing cage net systems|manage cage net systems|cage net systems managing|supervising cage net systems|cage net systems supervising
pass dental instruments,pass appropriate dentl equipment|hand over dental instrument|hand over dental instruments|pass a dental instrument
crime victims' needs,needs of crime victims|needs of a crime victim|crime victim needs|victim protection
environmental design,environmental design process
dispose food waste,disposing food waste|throw out food waste|recycle food waste|get rid of food waste|throw away food waste
program home alarm systems,programming of home alarm systems|set up home alarm system|setting up of home alarm systems|home alarm system programming|programming home alarm systems|home alarm system set up|setting up home alarm systems|home alarm system setting up
identify ict system weaknesses,identify cyber infrastructure vulnerabilities|identify vulnerabilities of a cyber infrastructure
order optical supplies,ordering optical supplies|to order optical supplies|purchase optical supplies|an order of optical supplies|buy optical supplies|get optical supplies|obtain optical supplies
sustainable building materials,green building nanocoating|sustainable construction materials|sustainable materials for costrution
tend flammable mixture machines,flammable mixture machines operating|operating flammable mixture machines|flammable mixture machines tending|flammable mixture machine operating|operate flammable mixture machines|tending flammable mixture machines|flammable mixture machine tending
develop design concept,generate design concept|produce design concept|developing design concept|develop design concepts|create design concept
wood caulking processes,wood caulking procedure|caulking on wood vessels|wood sealing processes|caulking wooden parts|processes of wood caulking|wood sealing procedure
match vehicles with routes,assign suitable vehicles to routes|assign appropriate vehicles to suitable routes|assign vehicles to appropriate routes|assign appropriate vehicles to routes|connect types of vehicles with routes|match vehicle types with routes|connect vehicle types|match types of vehicles with routes|connect vehicles with routes|assign vehicles to suitable routes
design open spaces,open space design|draft open spaces|plan open spaces|define open spaces|develop open spaces|create open spaces
determine itineraries of bulk trucks,prepare itineraries for bulk truck transportation|determine schedule of bulk trucks|determine bulk truck itineraries|provide transportation itineraries for bulk trucks|develop schedules for bulk trucks|provide itineraries for loading and movement of bulk trucks|prepare itineraries for loading and movement of bulk trucks|schedule bulk truck journeys|develop bulk truck itineraries|develop itineraries for bulk trucks
work independently on exhibitions,work independently in exhibitions and collections|work on exhibitions independently|work autonomously on exhibitions
apply spray foam insulation,foam-fill space|fill space with foam|applying polyurethane spray foam insulation|filling space with foam|spray foam insulation application|applying spray foam insulation|apply polyurethane spray foam insulation|application of spray foam insulation
homeopathy,alternative medicine using dilution of active ingredients|homoeopathy
prepare surface for plastering,wall surface preparation for plastering|preparing surface for plastering|prepare wall for plastering|preparation of wall surface for plastering|checking wall is ready for plastering|check wall is ready for plastering|preparing wall for plastering|preparation of surface for plastering|ensuring wall is ready for plastering|preparing wall surface for plastering|ensure wall is ready for plastering|prepare wall surface for plastering|surface preparation for plastering
attach accessories to tile,fix tile accessories|attaching accessories to tile|attachment to tile of accessories|affix tile accessories|fit tile accessories|attachment of accessories to tile
plan scaffolding,scaffolding planning|planning scaffolding|develop scaffolding plan|planning of scaffolding|formulate scaffolding plan|specify scaffolding requirements|plan scaffolding construction
teach geoscience,teaches geoscience|educate on geoscience|explain geoscience|teaching geoscience|provide instruction on geoscience
court procedures,court processes|judicial arrangements|judicial administration|court operations|judicial operations|court arrangements|court administration|judicial processes
plan multi-agenda event,multi-program event planning|plan multi-events' agenda|organise multi-activity events|plan agenda with multi-events
prepare performance training session,plan training drills|prepare session for performance training|prepare training session for performance|prepare training drill
study a collection,study collections|research a collection|studying a collection
critically evaluate information and its sources,detect bias|weigh information|check facts|assess information|verify information|understand the role of media in democratic societies|verify the source of information|evaluate information
support ict system users,staff support|user assistance|provide guidance on the use
disassemble engines,undertake engine disassembly|perform disassembly of engines|mechanically disassemble engines|deconstruct engines|perform engine disassembly|conduct engine disassembly|conduct disassembly of engines|mechanically deconstruct engines|take apart engines
coordinate cutting room in footwear manufacturing,manage footwear cutting room|coordinate footwear cutting room|organise cutting room activities in footwear manufacturing|footwear cutting room coordination|organize cutting room activities in footwear manufacturing|manage cutting room in footwear manufacturing|coordinate cutting room for footwear manufacturing
promote animals,publicize animals|market animals|promote animal adoption|promoting animals|promote animal
ayurveda medicine,ayurvedic medicine|medical use of ayurveda|indian holistic medicine|ayurvedic treatment|indian holistic health system
assemble mechatronic units,mechatronic unit assembling|mechatronic units constructing|mechatronic units assembling|constructing mechatronic units|construct mechatronic units|assembling mechatronic units|mechatronic unit constructing
manage vehicle inventory,perform vehicle fleet management activities|supervise vehicle inventory|oversee vehicle inventory|manage the vehicle fleet|perform vehicle fleet management|maintain vehicle inventory|manage vehicle fleet|vehicle inventory management|manage company vehicle fleet|carry out vehicle fleet management activities|regulate vehicle inventory|manage fleet of vehicles|undertake vehicle fleet management activities|conduct vehicle fleet management|oversee fleet of vehicles|oversee vehicle fleet|conduct vehicle fleet management activities
change power distribution systems,power distribution systems revising|power distribution systems changing|changing power distribution systems|revising power distribution systems|revise power distribution systems|power distribution system revising|power distribution system changing
monitor tamping car,tamping machine monitoring|monitoring of ballast tamper ballast tamper monitoring|monitoring tamping car|tamping car monitoring|monitor tamping machine|monitoring of tamping car|monitoring of tamping machine|monitor ballast tamper
advise on contact lense maintenance,give advice on contact lenses|advise on keeping contact lenses clean|advise on contact lense care|advise on contact lenses maintenance
operate die-cut machines,activate die-cut machine|run die-cut machine|handle die-cut machine|control die-cut machine|operating die-cut machine|use die-cut machine
types of thread,varieties of thread|brands of wire|categories of thread|categories of wire|brands of thread|wire formats|thread formats|varieties of wire
prepare fruits and vegetables for pre-processing,supply fruits and vegetables for pre-processing|preparing fruits and vegetables for pre-processing|supply of fruits and vegetables for pre-processing|arrange fruits and vegetables for pre-processing|provide fruits and vegetables for pre-processing
types of music therapies,forms of music therapy|types of music therapy|classification of music therapy types
interact verbally in kurdish,speak kurdish|verbally interact in kurdish|communicate verbally in kurdish
set transport targets,ensure personnel meet transportation targets|establish transport goals|establish transportation targets|determine targets for transportation operations|set transport goals|ensure personnel meet transport targets|determine goals for transportation operations|determine targets for transport operations|determine goals for transport operations|set transportation targets|set transportation goals|establish transport targets
use mathematical tools and equipment,able to use using mathematical tools and equipment|use calculator|apply mathematical tools and equipment|use spreadsheets|utilise mathematical tools and equipment|apply mathematics|make use of mathematical tools and equipment|apply mathematics rules|use math tools and equipment|use pocket calculator|use mathematical software|practice mathematics|applying mathematics|use mathematical equipment and tools|administer mathematics|implement mathematics|exercise mathematics
secure heavy construction equipment,secure concrete pumps|securing heavy construction equipment|heavy construction equipment securing|secure tower cranes|securing concrete pumps|securing of heavy construction equipment|securing tower cranes
post-process meat,post-process a meat|post-processing a meat|post measure meat|post refine meat|post-processing meat|post convert meat|post handle meat|post analyse meat
wash stone,clean stone|cleaning stone|stone washing|stone cleaning|washing stone chips|stone chip washing|washing stone
materials for interior design,materials for an interior design|development for interior design|material for interior designs|arrangement for interior design|material for an interior design|models for interior design
skin types,sorts of skin|skin type|types of skin|complexions|kinds of skin
pathology,pathogenesis|aetiology
loading charts for transportation of goods,goods transport loading charts|loading charts for goods transportation|shipment loading charts|charts displaying information on loading|cargo loading charts|charts containing loading information|loading charts for transport of goods|freight loading charts|charts containing information on loading|loading charts used in goods transportation|loading charts for goods transport|loading charts used in goods transport
cope with decompression,decompress|comply with decompression plan|coping with decompression|complying with decompression plan|follow decompression plan|decompression|following decompression plan
manage health and safety,managing health and safety|direct health and safety measures|coordinate health and safety policies
create patterns for textile products,create patterns for a textile products|creating patterns for textile products|make patterns for textile products|construct patterns for textile products|build patterns for textile products|produce patterns for textile products|create a pattern for textile products
meet productivity targets,make productivity targets|conform with productivity targets|meeting a productivity target|achieve productivity targets|complete productivity targets|meeting productivity targets|meet a productivity target
operate drilling equipment,tend drilling machine|operation of drilling equipment|operating of drilling equipment|control drilling machine|tending of drilling machine|controlling drilling machine|operating drilling equipment|tending drilling machine|drilling equipment operation|drilling machine tending
test raw minerals,testing of raw minerals|sampling raw minerals|testing raw minerals|raw minerals sampling|checking raw minerals|raw minerals testing|raw minerals checking|checking of raw minerals
build contacts to maintain news flow,building contacts to maintain news flow|correspond with new contacts to maintain news flow|maintain news flow by building contacts|network with new contacts to maintain news flow
agile development,agile development environment|agile software development practices|agile frameworks|agile software environment|agile development framework|agile software development methods|agile software development|agile scrum development framework
assemble telecommunications devices,assemble small objects and parts
instruct in sport,carry out sports instructions|sport instruction|perform sport instruction|instructions in sport
textile printing technology,techniques of textile printing|technologies for textile printing|textile printing technologies|technology of textile printing|techniques for printing on textile materials|textile printing machines and techniques
evaluate potential aquaculture conflicts,assess end-user conflict potential|evaluate end-user conflict potential|potential end-user conflicts evaluating|evaluate potential end-user conflicts|assess potential end-user conflicts|evaluating end-user conflict potential|potential end-user conflicts assessing|assessing potential end-user conflicts|assessing end-user conflict potential|evaluating potential end-user conflicts
dye hair,colour hair|bleach hair|highlight hair|dying hair
provide feedback to performers,provide performers with feedback|provide constructive criticism to performers|providing feedback to performers|provide entertainers with constructive criticism
taste cocoa beans,sample coco beans|savour coco beans|taste a cocoa bean|discern coco beans|taste of cocoa beans|tasting cocoa beans|try coco beans
embryology,study of embryos|development of gametes and fertilization|development of embryos and fetuses|study of embryonic development
manage artistic career,promote artistic career|manage your art career|present artistic experience|manage your career in the arts
advise on legislative acts,comment on legislative acts|advise on legislative bills|recommend on legislative bills|help with legislative acts|comment on legislative bills|help with legislative bills|recommend on legislative acts
integrated pest management,ipm techniques|ipm methods|integrated pest management methods|ipm|integrated pest management techniques
textile techniques,textile processing techniques|textile arts|textile technique|techniques of textiles
types of whisks,variations of whisks|whisk types|varieties of whisks|brands of whisks|categories of whisks|types of whisk
drive at high speeds,drive fast|drive at high speed|drive at high velocity
advise on sustainability solutions,counsel on sustainable solutions|advise on environmentally friendly solutions
kinesiology,principles of kinesiology|kinesiology|scientific study of human movement|applications of kinesiology|human kinesiology|study of human movement
types of tyres,tyre types|off-road tyres|winter tyres|types of tires|summer tyres|typology of tyres
show samples of wall and floor coverings,exhibit samples of wall and floor coverings|showing samples of wall and floor coverings|show a sample of wall and floor coverings|reveal samples of wall and floor coverings|showing a sample of wall and floor coverings|display samples of wall and floor coverings|demonstrate samples of wall and floor coverings
table tennis,ping-pong
analyse goal progress,investigate goal progress|analyze goal progress|test organisational objective progress|scrutinise organisational objective progress|investigate organisational objective progress|scrutinise goal progress|test goal progress
communicate performance aspects,convey performance gestures|transmit performance aspects|communicate performing aspects|communicate aspects of a performance
interact verbally in polish,communicate verbally in polish|speak polish|verbally interact in polish
ensure compliance with radiation protection regulations,enforcing compliance with radiation protection regulations|ensuring compliance with radiation protection regulations|radiation protection regulation compliance enforcing|enforce compliance with radiation protection regulations|radiation protection regulation compliance ensuring|compliance ensuring with radiation protection regulations|compliance enforcing with radiation protection regulations
adjust liquefaction temperature,liquefaction temperature controlling|control liquefaction temperature|controlling liquefaction temperature|adjusting liquefaction temperature|liquefaction temperature adjusting
work in a water transport team,work in a group in a water transport environment|work in a water transportation team|work as part of a water transport team|undertake work in a water transport team|operate in a water transport team|operate in a water transportation team|perform tasks in an water transport team|work as part of a water transportation team|complete work tasks as part of a water transport team
package microelectromechanical systems,mems packaging|integrating mems|microelectromechanical systems integrating|integrate mems|packaging mems|mems integrating|integrating microelectromechanical systems|integrate microelectromechanical systems|microelectromechanical systems packaging|packaging microelectromechanical systems
communicate price changes,publicise price changes|communicating price changes|communicating a price change|disclose price changes|advertise price changes|communicate a price change|broadcast price changes
standards for web-based e-learning,requirements for web-based e-learning|specifications for web-based e-learning
types of pulp,type of pulp|kinds of pulp|varieties of pulp|sorts of pulp|categories of pulp
photoengraving,photoengravings
occultism,horoscopy|fortune telling|soothsaying
use body adornment equipment,using body adornment equipment|utilize body adornment equipment|use equipment for body adornment|employ body adornment equipment
work independently in agriculture,independently working in agriculture|working independently in agriculture|working independently with livestock|independent working in agriculture|working unsupervised in agriculture|work unsupervised in agriculture|work independently with livestock
maintain check-out area cleanliness,preserve check-out area cleanliness|manage check-out area cleanliness|maintenance of check-out area cleanliness|maintaining check-out area cleanliness|check-out area cleanliness maintenance|control check-out area cleanliness|sustain check-out area cleanliness
neutralise sugar liquors,neutralising sugar liquors|dispense alkalines or acids|neutralise sugar liquor|implement alkalines or acids|input alkalines or acids|neutralize sugar liquors|manage alkalines or acids
types of alarm systems,typology of alarm systems|characteristics of alarm systems|landline alarms|alarm system types|broadband alarms|burglar alarms|wired alarms|security alarms|cellular alarms|wireless alarms|types of alarm system
manage the general ledger,manage general ledgers|managing the general ledger|maintain the general ledger|oversee the general ledger
keep up with current trends in psychotherapy,stay up to date with trends in psychotherapy|keep up with developments in psychotherapy|stay informed about current trends and research in psychotherapy|stay informed about developments in psychotherapy|stay up to date with psychotherapy trends|be aware of new psychotherapy research and treatments|keep up with psychotherapy trends|keep up with psychotherapy developments|be aware of current debates and trends in psychotherapy|stay informed about psychotherapy developments
food and beverage industry,food and beverage business|food and beverage trading|the food and beverage industry|food and beverage industries|food and beverage commerce
design weirs,plan weirs|weir design|develop weirs|draft weirs
negotiate exploitation rights,obtain exploitation rights|negotiate rights to exploitation|purchase exploitation rights|negotiating exploitation rights|agree to exploitation rights
load timber onto a skidder,place timber onto a skidder|timber placing onto a skidder|load a skidder with timber|loading timber onto a skidder|loading a skidder with timber|load lumber onto a skidder|timber loading onto a skidder|placing timber onto a skidder
provide health psychological treatment advice,advise on health psychological issues|give health psychological treatment advice|carry out health psychological counselling|provide health psychological therapy advice|conduct health psychological counselling|advise on health psychological treatment
build business relationships,assemble business relationships|build a business relationship|set up business relationships|produce business relationships|devise business relationships|construct business relationships|building business relationships
maintain safe engineering watches,ensure safe engineering watches|maintaining safe engineering watches|ensuring safety on engineering watches|maintaining safety on engineering watches|maintain safety on engineering watches|ensuring safe engineering watches|ensure safety on engineering watches
remove excess glue,remove superfluous glue|put aside excess glue|remove excess adhesive stains|take away excess glue|remove surplus glue|remove glue in excess|cut off excess glue|scrape off excess glue
phonetics,physical properties of speech sounds|study of speech sounds
position glass on trays,place glass on trays|glass placing on trays|placing glass on trays|positioning glass on trays|glass positioning on trays
customer relationship management,customers relationship management|management of customer relationship|crm|customer-oriented management
harness horses to carriage,ensure horses are correctly attached to carriages|carry out horse harnessing activities|harness horses|harness a horse to a carriage|harness horses to carriages|ensure horses are correctly harnessed to carriages|rig horses to carriage|undertake activities to attach horses to carriages|attach horses to carriage|attach horses to carriages|rig horses to carriages|perform horse harnessing activities
stuff toys,toy stuffing|stuff a toy|pad out toys|stuffing toys|fill toys|pad toys
set up follow spots,assemble follow spot|setting up follow spots|try out follow spot lighting
arrange customs documents,regulate customs documents|arrange a customs document|classify customs documents|rank customs documents|arranging customs documents|arranging a customs document|align customs documents
horticulture principles,practices of horticulture|scope of horticulture practices|application of horticulture principles|implementation of horticulture practices|implementation of horticulture principles|application of horticulture practices|principles of horticulture|range of horticulture principles|scope of horticulture principles|range of horticulture practices
safely handle metal wire under tension,carefully hold drawn metal wire|hold drawn metal wire with safety|cautiously handle metal wire under tension|harmlessly hold drawn metal wire|handle metal wire under tension with safety|harmlessly handle metal wire under tension|cautiously hold drawn metal wire|carefully handle metal wire under tension
route correspondence to business departments,route business correspondence to business department|deliver correspondence to business departments|disseminate correspondence to business departments|route correspondence to departments|distribute correspondence to business departments|routing correspondence to business departments
office furniture products,office furniture merchandise|office furniture stock|office furniture product|office furniture goods|office furniture brands|an office furniture product
thread wire,prepare wire|threading wire|thread wires
apply health and safety standards,implement health and safety standards|administer health and safety standards|health and safety standard applications|employ health and safety standards|apply a health and safety standard|applying health and safety standards|utilise health and safety standards
manage chronic health conditions,seek for appropriate care|utilise walking aids|utilise hearing aids|utilise seeing aids
budget for financial needs,budget set costs|approximate set costs|estimate set costs|budget set cost|determine financial resources|calculate financial needs|estimate financial needs|budgeting financial needs
maintenance of printing machines,maintenance of printing machinery|maintenance of printing technology|maintenance of printing equipment|maintenance of printing system|maintenance of printing apparatus
adjust manufacturing equipment,calibrate manufacturing equipment|manufacturing equipment adjusting|calibrating manufacturing equipment|adjusting manufacturing equipment|manufacturing equipment calibrating
supervise daily library operations,supervise daily operations of library|plan and monitor daily library operations|supervise library operations day to day|manage daily library operations|supervise library's daily operations
test beauty products,beauty product checking|testing beauty products|checking beauty products|beauty product testing|beauty products checking|beauty products testing|check beauty products
vbscript,vbscript for web-based scripting|vbscript programming paradigms|vbscript coding techniques|vbscript scripting techniques|vbscript algorithms
interact verbally in macedonian,communicate verbally in macedonian|verbally interact in macedonian|speak macedonian
